Year,Category,Material Type,Vendor,Cost
2022,Landfill,L-Landfill,Mission Trail,1328
2022,Landfill,L-Landfill,Mission Trail,1467
2022,Compost,C-Yardwaste,Mission Trail,975
2022,Compost,C-Yardwaste,Mission Trail,996
2022,Recycle,R-Mixed recycling,Mission Trail,1591
2022,Recycle,R-Mixed recycling,Mission Trail,1599
2022,Recycle,R-Mixed recycling,Mission Trail,1562
2022,Landfill,L-Landfill,Mission Trail,1296
2022,Landfill,L-Landfill,Mission Trail,1272
2022,Recycle,R-Mixed recycling,Mission Trail,1569
2022,Recycle,R-Mixed recycling,Mission Trail,1581
2022,Recycle,R-Mixed recycling,Mission Trail,1610
2022,Compost,C-Foodscraps,Mission Trail,2968
2022,Landfill,L-Landfill,Mission Trail,829
2022,Compost,C-Foodscraps,Mission Trail,2968
2022,Recycle,R-Mixed recycling,Mission Trail,154
2022,Recycle,R-Metal,Sims,117
2022,Recycle,R-Metal,Sims,843
2022,Recycle,R-Metal,Sims,1995
2022,Recycle,R-Metal,Sims,1687
2022,Recycle,R-Metal,Sims,843
2022,Recycle,R-Metal,Sims,1193
2022,Recycle,R-Metal,Sims,912
2022,Recycle,R-Metal,Sims,1265
2022,Recycle,R-Metal,Sims,1001
2020,Recycle,R-E-waste,Others,1479
2020,Recycle,R-E-waste,Others,167
2020,Recycle,R-E-waste,Others,1286
2020,Recycle,R-E-waste,Others,428
2022,Recycle,R-Metal,Sims,1208
2022,Compost,C-Yardwaste,Mission Trail,952
2022,Compost,C-Yardwaste,Mission Trail,992
2022,Landfill,L-Landfill,Mission Trail,1455
2022,Landfill,L-Landfill,Mission Trail,1490
2022,Landfill,L-Landfill,Mission Trail,1466
2022,Landfill,L-Landfill,Mission Trail,1529
2022,Recycle,R-Mixed recycling,Mission Trail,1464
2022,Recycle,R-Mixed recycling,Mission Trail,1471
2022,Recycle,R-Mixed recycling,Mission Trail,1448
2022,Compost,C-Yardwaste,Mission Trail,952
2022,Compost,C-Yardwaste,Mission Trail,943
2022,Landfill,L-Landfill,Mission Trail,1727
2022,Landfill,L-Landfill,Mission Trail,1396
2022,Landfill,L-Landfill,Mission Trail,1395
2022,Landfill,L-Landfill,Mission Trail,1554
2022,Landfill,L-Landfill,Mission Trail,1596
2022,Recycle,R-Mixed recycling,Mission Trail,1622
2022,Recycle,R-Mixed recycling,Mission Trail,1618
2022,Recycle,R-Mixed recycling,Mission Trail,1614
2022,Recycle,R-Mixed recycling,Mission Trail,1613
2022,Recycle,R-Mixed recycling,Mission Trail,1603
2022,Recycle,R-Mixed recycling,Mission Trail,1594
2022,Compost,C-Yardwaste,Mission Trail,1108
2022,Landfill,L-Landfill,Mission Trail,1603
2022,Landfill,L-Landfill,Mission Trail,1603
2022,Landfill,L-Landfill,Mission Trail,1601
2022,Landfill,L-Landfill,Mission Trail,1566
2022,Recycle,R-Mixed recycling,Mission Trail,1600
2022,Recycle,R-Mixed recycling,Mission Trail,1599
2022,Recycle,R-Mixed recycling,Mission Trail,1606
2022,Recycle,R-Mixed recycling,Mission Trail,1588
2022,Recycle,R-Mixed recycling,Mission Trail,1597
2022,Compost,C-Yardwaste,Mission Trail,1084
2022,Landfill,L-Landfill,Mission Trail,1748
2022,Landfill,L-Landfill,Mission Trail,1587
2022,Landfill,L-Landfill,Mission Trail,1556
2022,Recycle,R-Mixed recycling,Mission Trail,1604
2022,Recycle,R-Mixed recycling,Mission Trail,1604
2022,Recycle,R-Mixed recycling,Mission Trail,1577
2022,Compost,C-Yardwaste,Mission Trail,1001
2022,Compost,C-Yardwaste,Mission Trail,1204
2022,Compost,C-Yardwaste,Mission Trail,1162
2022,Compost,C-Yardwaste,Mission Trail,1011
2022,Compost,C-Yardwaste,Mission Trail,1001
2022,Compost,C-Yardwaste,Mission Trail,1204
2022,Compost,C-Yardwaste,Mission Trail,1100
2022,Landfill,L-Landfill,Mission Trail,1512
2022,Landfill,L-Landfill,Mission Trail,1499
2022,Landfill,L-Landfill,Mission Trail,1563
2022,Landfill,L-Landfill,Mission Trail,1378
2022,Landfill,L-Landfill,Mission Trail,1276
2022,Recycle,R-Mixed recycling,Mission Trail,1595
2022,Recycle,R-Mixed recycling,Mission Trail,1600
2022,Recycle,R-Mixed recycling,Mission Trail,1586
2022,Recycle,R-Mixed recycling,Mission Trail,1568
2023,Recycle,R-Metal,Green Waste,328
2023,Landfill,L-Landfill,Mission Trail,1456
2023,Landfill,L-Landfill,Mission Trail,1341
2023,Landfill,L-Landfill,Mission Trail,1518
2023,Landfill,L-Landfill,Mission Trail,1553
2023,Landfill,L-Landfill,Mission Trail,1657
2023,Landfill,L-Landfill,Mission Trail,1629
2023,Landfill,L-Landfill,Mission Trail,1594
2023,Landfill,L-Landfill,Mission Trail,1606
2023,Compost,C-Yardwaste,Mission Trail,1048
2023,Compost,C-Yardwaste,Mission Trail,1205
2023,Compost,C-Yardwaste,Mission Trail,1122
2023,Compost,C-Yardwaste,Mission Trail,1141
2023,Recycle,R-Mixed recycling,Mission Trail,1598
2023,Recycle,R-Mixed recycling,Mission Trail,1600
2023,Recycle,R-Mixed recycling,Mission Trail,1584
2023,Recycle,R-Mixed recycling,Mission Trail,1600
2023,Recycle,R-Mixed recycling,Mission Trail,1602
2023,Recycle,R-Mixed recycling,Mission Trail,1589
2023,Compost,C-Foodscraps,Mission Trail,154
2023,Compost,C-Organics,Mission Trail,830
2023,Compost,C-Yardwaste,Mission Trail,984
2023,Compost,C-Yardwaste,Mission Trail,953
2023,Compost,C-Yardwaste,Mission Trail,933
2023,Landfill,L-Landfill,Mission Trail,1679
2023,Landfill,L-Landfill,Mission Trail,1577
2023,Landfill,L-Landfill,Mission Trail,1553
2023,Recycle,R-Mixed recycling,Mission Trail,1600
2023,Recycle,R-Mixed recycling,Mission Trail,1588
2023,Recycle,R-Mixed recycling,Mission Trail,1593
2023,Recycle,R-Mixed recycling,Mission Trail,1585
2023,Recycle,R-Mixed recycling,Mission Trail,1592
2023,Recycle,R-Mixed recycling,Mission Trail,1596
2023,Landfill,L-Landfill,Mission Trail,6208
2023,Compost,C-Yardwaste,Mission Trail,1052
2023,Landfill,L-Landfill,Mission Trail,1703
2023,Landfill,L-Landfill,Mission Trail,1564
2023,Landfill,L-Landfill,Mission Trail,1612
2023,Landfill,L-Landfill,Mission Trail,1553
2023,Landfill,L-Landfill,Mission Trail,1419
2023,Recycle,R-Mixed recycling,Mission Trail,1588
2023,Recycle,R-Mixed recycling,Mission Trail,1589
2023,Recycle,R-Mixed recycling,Mission Trail,1604
2023,Recycle,R-Mixed recycling,Mission Trail,1592
2023,Recycle,R-Mixed recycling,Mission Trail,1600
2023,Recycle,R-Mixed recycling,Mission Trail,1576
2023,Landfill,L-Landfill,Mission Trail,829
2023,Compost,C-Yardwaste,Mission Trail,1063
2023,Compost,C-Yardwaste,Mission Trail,1031
2023,Compost,C-Yardwaste,Mission Trail,1029
2023,Landfill,L-Landfill,Mission Trail,2024
2023,Landfill,L-Landfill,Mission Trail,1465
2023,Landfill,L-Landfill,Mission Trail,1635
2023,Landfill,L-Landfill,Mission Trail,1564
2023,Landfill,L-Landfill,Mission Trail,1610
2023,Recycle,R-Mixed recycling,Mission Trail,1573
2023,Recycle,R-Mixed recycling,Mission Trail,1600
2023,Recycle,R-Mixed recycling,Mission Trail,1606
2023,Recycle,R-Mixed recycling,Mission Trail,1606
2023,Recycle,R-Mixed recycling,Mission Trail,1595
2023,Recycle,R-Mixed recycling,Mission Trail,1594
2023,Recycle,R-Mixed recycling,Mission Trail,1603
2023,Compost,C-Organics,Mission Trail,5173
2023,Recycle,R-Mixed recycling,Mission Trail,154
2023,Landfill,L-Landfill,Mission Trail,276
2023,Compost,C-Yardwaste,Mission Trail,1099
2023,Compost,C-Yardwaste,Mission Trail,924
2023,Compost,C-Yardwaste,Mission Trail,1013
2023,Landfill,L-Landfill,Mission Trail,1534
2023,Landfill,L-Landfill,Mission Trail,1661
2023,Landfill,L-Landfill,Mission Trail,1526
2023,Landfill,L-Landfill,Mission Trail,1611
2023,Landfill,L-Landfill,Mission Trail,1674
2023,Landfill,L-Landfill,Mission Trail,1548
2023,Landfill,L-Landfill,Mission Trail,1613
2023,Landfill,L-Landfill,Mission Trail,1623
2023,Landfill,L-Landfill,Mission Trail,1599
2023,Recycle,R-Mixed recycling,Mission Trail,1599
2023,Recycle,R-Mixed recycling,Mission Trail,1589
2023,Recycle,R-Mixed recycling,Mission Trail,1586
2023,Recycle,R-Mixed recycling,Mission Trail,1586
2023,Recycle,R-Mixed recycling,Mission Trail,1592
2023,Compost,C-Yardwaste,Mission Trail,1032
2023,Compost,C-Yardwaste,Mission Trail,997
2023,Compost,C-Yardwaste,Mission Trail,962
2023,Compost,C-Foodscraps,Mission Trail,2968
2023,Compost,C-Organics,Mission Trail,6208
2023,Landfill,L-Landfill,Mission Trail,1561
2023,Landfill,L-Landfill,Mission Trail,1489
2023,Landfill,L-Landfill,Mission Trail,1036
2023,Landfill,L-Landfill,Mission Trail,1018
2023,Landfill,L-Landfill,Mission Trail,1622
2023,Landfill,L-Landfill,Mission Trail,1103
2023,Landfill,L-Landfill,Mission Trail,1168
2023,Landfill,L-Landfill,Mission Trail,1176
2023,Landfill,L-Landfill,Mission Trail,1550
2023,Landfill,L-Landfill,Mission Trail,1579
2023,Landfill,L-Landfill,Mission Trail,1151
2023,Landfill,L-Landfill,Mission Trail,1623
2023,Landfill,L-Landfill,Mission Trail,1607
2023,Landfill,L-Landfill,Mission Trail,1436
2023,Landfill,L-Landfill,Mission Trail,553
2023,Recycle,R-Mixed recycling,Mission Trail,1582
2023,Recycle,R-Mixed recycling,Mission Trail,1588
2023,Recycle,R-Mixed recycling,Mission Trail,1599
2023,Recycle,R-Mixed recycling,Mission Trail,1599
2023,Recycle,R-Mixed recycling,Mission Trail,1575
2023,Recycle,R-Mixed recycling,Mission Trail,1592
2023,Recycle,R-Mixed recycling,Mission Trail,1601
2023,Recycle,R-Mixed recycling,Mission Trail,162
2023,Landfill,L-Landfill,Mission Trail,899
2023,Compost,C-Yardwaste,Mission Trail,1076
2023,Compost,C-Yardwaste,Mission Trail,1036
2023,Landfill,L-Landfill,Mission Trail,1366
2023,Landfill,L-Landfill,Mission Trail,1546
2023,Recycle,R-Mixed recycling,Mission Trail,2793
2023,Compost,C-Organics,Mission Trail,6515
2023,Landfill,L-Landfill,Mission Trail,899
2023,Compost,C-Yardwaste,Mission Trail,1111
2023,Compost,C-Yardwaste,Mission Trail,1046
2023,Compost,C-Yardwaste,Mission Trail,984
2023,Compost,C-Yardwaste,Mission Trail,1000
2023,Landfill,L-Landfill,Mission Trail,1469
2023,Landfill,L-Landfill,Mission Trail,1541
2023,Landfill,L-Landfill,Mission Trail,1567
2023,Landfill,L-Landfill,Mission Trail,1541
2023,Landfill,L-Landfill,Mission Trail,1550
2023,Landfill,L-Landfill,Mission Trail,1716
2023,Recycle,R-Mixed recycling,Mission Trail,2116
2023,Recycle,R-Mixed recycling,Mission Trail,2883
2023,Recycle,R-Mixed recycling,Mission Trail,3280
2023,Recycle,R-Mixed recycling,Mission Trail,2895
2023,Recycle,R-Mixed recycling,Mission Trail,2735
2023,Compost,C-Foodscraps,Mission Trail,3115
2023,Compost,C-Organics,Mission Trail,6515
2023,Compost,C-Yardwaste,Mission Trail,1067
2023,Compost,C-Yardwaste,Mission Trail,1179
2023,Compost,C-Yardwaste,Mission Trail,992
2023,Compost,C-Yardwaste,Mission Trail,1030
2023,Compost,C-Yardwaste,Mission Trail,987
2023,Landfill,L-Landfill,Mission Trail,1700
2023,Landfill,L-Landfill,Mission Trail,1669
2023,Landfill,L-Landfill,Mission Trail,1707
2023,Recycle,R-Mixed recycling,Mission Trail,2722
2023,Recycle,R-Mixed recycling,Mission Trail,2562
2023,Recycle,R-Mixed recycling,Mission Trail,2710
2023,Recycle,R-Mixed recycling,Mission Trail,2267
2023,Compost,C-Foodscraps,Mission Trail,3115
2023,Compost,C-Organics,Mission Trail,6515
2023,Recycle,R-Mixed recycling,Mission Trail,162
2023,Landfill,L-Landfill,Mission Trail,899
2023,Compost,C-Yardwaste,Mission Trail,1096
2023,Compost,C-Yardwaste,Mission Trail,1049
2023,Compost,C-Yardwaste,Mission Trail,1168
2023,Compost,C-Yardwaste,Mission Trail,996
2023,Landfill,L-Landfill,Mission Trail,1672
2023,Landfill,L-Landfill,Mission Trail,1685
2023,Landfill,L-Landfill,Mission Trail,1552
2023,Recycle,R-Mixed recycling,Mission Trail,2608
2023,Recycle,R-Mixed recycling,Mission Trail,2369
2023,Recycle,R-Mixed recycling,Mission Trail,2335
2024,Compost,C-Foodscraps,Mission Trail,3115
2024,Compost,C-Organics,Mission Trail,6515
2024,Recycle,R-Mixed recycling,Mission Trail,162
2024,Landfill,L-Landfill,Mission Trail,899
2024,Compost,C-Yardwaste,Mission Trail,1172
2024,Compost,C-Yardwaste,Mission Trail,1109
2024,Compost,C-Yardwaste,Mission Trail,1087
2024,Compost,C-Yardwaste,Mission Trail,1051
2024,Landfill,L-Landfill,Mission Trail,1591
2024,Landfill,L-Landfill,Mission Trail,1638
2024,Landfill,L-Landfill,Mission Trail,1661
2024,Landfill,L-Landfill,Mission Trail,1640
2024,Landfill,L-Landfill,Mission Trail,1745
2024,Recycle,R-Mixed recycling,Mission Trail,2722
2024,Recycle,R-Mixed recycling,Mission Trail,2586
2024,Recycle,R-Mixed recycling,Mission Trail,2549
2024,Recycle,R-Mixed recycling,Mission Trail,2467
2024,Recycle,R-Mixed recycling,Mission Trail,2815
2024,Recycle,R-Mixed recycling,Mission Trail,2532
2024,Recycle,R-Mixed recycling,Mission Trail,162
2024,Landfill,L-Landfill,Mission Trail,899
2024,Compost,C-Yardwaste,Mission Trail,1259
2024,Compost,C-Yardwaste,Mission Trail,1109
2024,Compost,C-Yardwaste,Mission Trail,1030
2024,Compost,C-Yardwaste,Mission Trail,1089
2024,Compost,C-Yardwaste,Mission Trail,1052
2024,Landfill,L-Landfill,Mission Trail,1709
2024,Landfill,L-Landfill,Mission Trail,1789
2024,Landfill,L-Landfill,Mission Trail,1669
2024,Landfill,L-Landfill,Mission Trail,1809
2024,Landfill,L-Landfill,Mission Trail,1617
2024,Recycle,R-Mixed recycling,Mission Trail,2564
2024,Recycle,R-Mixed recycling,Mission Trail,2725
2024,Recycle,R-Mixed recycling,Mission Trail,2584
2024,Recycle,R-Mixed recycling,Mission Trail,2817
2024,Compost,C-Yardwaste,Mission Trail,1095
2024,Compost,C-Yardwaste,Mission Trail,1107
2024,Compost,C-Yardwaste,Mission Trail,1115
2024,Compost,C-Yardwaste,Mission Trail,951
2024,Landfill,L-Landfill,Mission Trail,1605
2024,Landfill,L-Landfill,Mission Trail,1697
2024,Landfill,L-Landfill,Mission Trail,1748
2024,Landfill,L-Landfill,Mission Trail,1766
2024,Landfill,L-Landfill,Mission Trail,1512
2024,Recycle,R-Mixed recycling,Mission Trail,2566
2024,Recycle,R-Mixed recycling,Mission Trail,2542
2024,Recycle,R-Mixed recycling,Mission Trail,2513
2024,Recycle,R-Mixed recycling,Mission Trail,2389
2024,Recycle,R-Mixed recycling,Mission Trail,2130
2024,Compost,C-Foodscraps,Mission Trail,3115
2024,Compost,C-Organics,Mission Trail,6515
2024,Recycle,R-Mixed recycling,Mission Trail,162
2024,Landfill,L-Landfill,Mission Trail,899
2024,Compost,C-Yardwaste,Mission Trail,1113
2024,Landfill,L-Landfill,Mission Trail,1669
2024,Landfill,L-Landfill,Mission Trail,1753
2024,Landfill,L-Landfill,Mission Trail,1707
2024,Landfill,L-Landfill,Mission Trail,1725
2024,Recycle,R-Mixed recycling,Mission Trail,2391
2024,Recycle,R-Mixed recycling,Mission Trail,2545
2024,Recycle,R-Mixed recycling,Mission Trail,2598
2024,Recycle,R-Mixed recycling,Mission Trail,2547
2024,Recycle,R-Mixed recycling,Mission Trail,2562
2024,Recycle,R-Mixed recycling,Mission Trail,2481
2024,Compost,C-Foodscraps,Mission Trail,3115
2024,Compost,C-Organics,Mission Trail,6515
2024,Recycle,R-Mixed recycling,Mission Trail,162
2024,Landfill,L-Landfill,Mission Trail,899
2024,Compost,C-Yardwaste,Mission Trail,1104
2024,Compost,C-Yardwaste,Mission Trail,1045
2024,Compost,C-Yardwaste,Mission Trail,1046
2024,Landfill,L-Landfill,Mission Trail,1708
2024,Landfill,L-Landfill,Mission Trail,1700
2024,Landfill,L-Landfill,Mission Trail,1647
2024,Landfill,L-Landfill,Mission Trail,1697
2024,Landfill,L-Landfill,Mission Trail,1672
2024,Landfill,L-Landfill,Mission Trail,1767
2024,Landfill,L-Landfill,Mission Trail,1618
2024,Recycle,R-Mixed recycling,Mission Trail,2440
2024,Recycle,R-Mixed recycling,Mission Trail,2661
2024,Recycle,R-Mixed recycling,Mission Trail,2486
2024,Recycle,R-Mixed recycling,Mission Trail,2542
2024,Recycle,R-Mixed recycling,Mission Trail,2357
2024,Recycle,R-Mixed recycling,Mission Trail,2274
2024,Compost,C-Foodscraps,Mission Trail,3115
2024,Recycle,R-Mixed recycling,Mission Trail,162
2024,Landfill,L-Landfill,Mission Trail,899
2024,Compost,C-Yardwaste,Mission Trail,1123
2024,Compost,C-Yardwaste,Mission Trail,1153
2024,Landfill,L-Landfill,Mission Trail,1262
2024,Landfill,L-Landfill,Mission Trail,1414
2024,Landfill,L-Landfill,Mission Trail,1328
2024,Landfill,L-Landfill,Mission Trail,1444
2024,Landfill,L-Landfill,Mission Trail,1392
2024,Landfill,L-Landfill,Mission Trail,1373
2024,Landfill,L-Landfill,Mission Trail,1303
2024,Recycle,R-Mixed recycling,Mission Trail,2574
2024,Recycle,R-Mixed recycling,Mission Trail,2474
2024,Recycle,R-Mixed recycling,Mission Trail,2157
2024,Compost,C-Organics,Mission Trail,6515
2024,Recycle,R-Mixed recycling,Mission Trail,162
2024,Compost,C-Yardwaste,Mission Trail,1112
2024,Compost,C-Yardwaste,Mission Trail,1088
2024,Compost,C-Yardwaste,Mission Trail,1137
2024,Landfill,L-Landfill,Mission Trail,1458
2024,Landfill,L-Landfill,Mission Trail,1600
2024,Landfill,L-Landfill,Mission Trail,1648
2024,Recycle,R-Mixed recycling,Mission Trail,3375
2024,Compost,C-Foodscraps,Mission Trail,3115
2024,Compost,C-Organics,Mission Trail,6515
2024,Landfill,L-Landfill,Mission Trail,899
2024,Compost,C-Yardwaste,Mission Trail,1053
2024,Compost,C-Yardwaste,Mission Trail,1146
2024,Compost,C-Yardwaste,Mission Trail,1223
2024,Landfill,L-Landfill,Mission Trail,1573
2024,Landfill,L-Landfill,Mission Trail,1611
2024,Landfill,L-Landfill,Mission Trail,1607
2024,Landfill,L-Landfill,Mission Trail,1495
2024,Landfill,L-Landfill,Mission Trail,1534
2024,Recycle,R-Mixed recycling,Mission Trail,2769
2024,Recycle,R-Mixed recycling,Mission Trail,2925
2024,Compost,C-Organics,Mission Trail,6515
2024,Compost,C-Yardwaste,Mission Trail,1255
2024,Landfill,L-Landfill,Mission Trail,1404
2024,Landfill,L-Landfill,Mission Trail,1472
2024,Landfill,L-Landfill,Mission Trail,1383
2024,Recycle,R-Mixed recycling,Mission Trail,2150
2024,Recycle,R-Mixed recycling,Mission Trail,3017
2024,Recycle,R-Mixed recycling,Mission Trail,2930
2024,Recycle,R-Mixed recycling,Mission Trail,2420
2024,Recycle,R-Mixed recycling,Mission Trail,2652
2024,Recycle,R-Mixed recycling,Mission Trail,2793
2024,Recycle,R-Mixed recycling,Mission Trail,2837
2024,Compost,C-Foodscraps,Mission Trail,3115
2024,Compost,C-Organics,Mission Trail,6515
2024,Recycle,R-Mixed recycling,Mission Trail,162
2024,Landfill,L-Landfill,Mission Trail,899
2024,Compost,C-Organics,Mission Trail,6515
2024,Recycle,R-Mixed recycling,Mission Trail,162
2024,Compost,C-Yardwaste,Mission Trail,989
2024,Compost,C-Yardwaste,Mission Trail,1031
2024,Landfill,L-Landfill,Mission Trail,1662
2024,Landfill,L-Landfill,Mission Trail,1597
2024,Landfill,L-Landfill,Mission Trail,1630
2024,Landfill,L-Landfill,Mission Trail,1607
2024,Landfill,L-Landfill,Mission Trail,1542
2024,Recycle,R-Mixed recycling,Mission Trail,2727
2024,Recycle,R-Mixed recycling,Mission Trail,2820
2024,Recycle,R-Mixed recycling,Mission Trail,2774
2024,Recycle,R-Mixed recycling,Mission Trail,2596
2024,Recycle,R-Mixed recycling,Mission Trail,2527
2024,Compost,C-Foodscraps,Mission Trail,3115
2024,Compost,C-Organics,Mission Trail,6515
2024,Recycle,R-Mixed recycling,Mission Trail,162
2024,Landfill,L-Landfill,Mission Trail,899
2024,Compost,C-Yardwaste,Mission Trail,1167
2024,Compost,C-Yardwaste,Mission Trail,1251
2024,Landfill,L-Landfill,Mission Trail,1589
2024,Landfill,L-Landfill,Mission Trail,1626
2024,Landfill,L-Landfill,Mission Trail,1554
2024,Landfill,L-Landfill,Mission Trail,1679
2024,Landfill,L-Landfill,Mission Trail,1627
2024,Landfill,L-Landfill,Mission Trail,1326
2024,Recycle,R-Mixed recycling,Mission Trail,2125
2024,Recycle,R-Mixed recycling,Mission Trail,2649
2024,Recycle,R-Mixed recycling,Mission Trail,2854
2024,Recycle,R-Mixed recycling,Mission Trail,2937
2024,Recycle,R-Mixed recycling,Mission Trail,1831
2024,Compost,C-Foodscraps,Mission Trail,3115
2024,Compost,C-Organics,Mission Trail,6515
2024,Recycle,R-Mixed recycling,Mission Trail,162
2024,Landfill,L-Landfill,Mission Trail,899
2024,Recycle,R-Construction & Demolition,Others,176
2024,Recycle,R-Construction & Demolition,Others,1431
2024,Recycle,R-Construction & Demolition,Others,1630
2024,Recycle,L-Construction & Demolition,Mission Trail,1566
2024,Recycle,R-Construction & Demolition,Others,1630
2024,Recycle,L-Construction & Demolition,Mission Trail,1589
2024,Recycle,R-Construction & Demolition,Others,1554
2024,Recycle,L-Construction & Demolition,Mission Trail,1482
2024,Recycle,R-Construction & Demolition,Others,1594
2024,Recycle,R-Construction & Demolition,Others,323
2024,Recycle,L-Construction & Demolition,Mission Trail,4592
2024,Recycle,R-Construction & Demolition,Others,2723
2024,Recycle,R-Construction & Demolition,Others,1004
2025,Recycle,R-Construction & Demolition,Others,64
2025,Recycle,L-Construction & Demolition,Mission Trail,1619
